Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-APRIL-2024,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10191,0,0,10191,3246,643,479,3094,0,3094
MSitAE-APRIL-2024,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1182,1182,0,0,0,0,0,0
MSitAE-APRIL-2024,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12732,0,5740,18472,6543,824,248,3784,0,3784
MSitAE-APRIL-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14649,2022,316,16987,7071,695,519,3880,0,3880
MSitAE-APRIL-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,9911,0,2291,12202,3222,249,0,3526,0,3526
MSitAE-APRIL-2024,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6950,0,1392,8342,2636,642,357,1644,0,1644
MSitAE-MAY-2024,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4472,0,0,4472,1774,225,15,1829,0,1829
MSitAE-MAY-2024,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,23846,918,11696,36460,10001,2229,227,6175,0,6175
MSitAE-MAY-2024,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6053,0,6053,0,0,0,0,0,0
MSitAE-MAY-2024,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12521,2303,0,14824,4363,690,0,2648,0,2648
MSitAE-MAY-2024,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9427,0,2160,11587,4191,801,592,2460,0,2460
MSitAE-MAY-2024,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6641,0,1451,8092,2310,390,7,2415,0,2415
MSitAE-MAY-2024,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16314,1892,8219,26425,7886,2226,1329,5403,0,5403
MSitAE-MAY-2024,NV693,ROSSENDALE MIU & OOH,0,0,1227,1227,0,0,0,0,0,0
MSitAE-MAY-2024,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1243,1243,0,0,0,0,0,0
MSitAE-MAY-2024,Y03218,THE PINN UNREGISTERED WIC,0,0,892,892,0,0,0,0,0,0
MSitAE-MAY-2024,Y02532,MIRIAM MINOR EMERGENCY,0,0,1682,1682,0,0,0,0,0,0
MSitAE-MAY-2024,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9649,1123,3445,14217,2409,692,116,2479,63,2542
MSitAE-MAY-2024,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5916,5916,0,0,0,0,0,0
MSitAE-MAY-2024,C82009,MARKET HARBOROUGH MED.CTR,0,0,374,374,0,0,0,0,0,0
MSitAE-MAY-2024,Y07709,READING URGENT CARE CENTRE,0,0,2265,2265,0,0,0,0,0,0
MSitAE-MAY-2024,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,10818,10818,0,0,0,0,0,0
MSitAE-MAY-2024,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11073,0,2690,13763,6706,465,790,2944,136,3080
MSitAE-MAY-2024,RNZ,SALISBURY NHS FOUNDATION TRUST,4554,319,2165,7038,1697,370,5,1450,0,1450
MSitAE-MAY-2024,8J094,BADGER LTD,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8607,0,2099,10706,4138,477,129,2166,0,2166
MSitAE-MAY-2024,NNJ,DHU HEALTH CARE C.I.C,0,0,2184,2184,0,0,0,0,0,0
MSitAE-MAY-2024,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,22167,0,10256,32423,9134,851,876,4332,2,4334
MSitAE-MAY-2024,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7544,7544,0,0,0,0,0,0
MSitAE-MAY-2024,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9967,0,9616,19583,3580,1384,0,2040,0,2040
MSitAE-MAY-2024,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9799,0,4817,14616,2723,1860,238,3469,0,3469
MSitAE-MAY-2024,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11876,0,3899,15775,3237,680,51,3190,0,3190
MSitAE-MAY-2024,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,13697,0,8229,21926,4115,1205,225,6241,0,6241
MSitAE-MAY-2024,RJN,EAST CHESHIRE NHS TRUST,4714,0,0,4714,2396,268,332,933,0,933
MSitAE-MAY-2024,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6719,0,13370,20089,4041,506,476,2250,47,2297
MSitAE-MAY-2024,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6107,0,0,6107,805,0,0,1003,0,1003
MSitAE-MAY-2024,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16093,2411,0,18504,5753,1268,321,5329,0,5329
MSitAE-MAY-2024,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13910,0,16014,29924,7504,855,432,6671,0,6671
MSitAE-MAY-2024,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13855,0,5621,19476,5354,955,203,4243,0,4243
MSitAE-MAY-2024,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11704,1271,6486,19461,4949,470,4,4614,0,4614
MSitAE-MAY-2024,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5696,5696,0,0,0,0,0,0
MSitAE-MAY-2024,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,Y02676,BRIGHTON STATION HEALTH CENTRE,0,0,2012,2012,0,0,0,0,0,0
MSitAE-MAY-2024,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6626,6626,0,0,0,0,0,0
MSitAE-MAY-2024,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13526,0,11586,25112,4466,408,1200,3312,74,3386
MSitAE-MAY-2024,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10475,1169,3949,15593,3977,369,148,4150,0,4150
MSitAE-MAY-2024,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16556,1970,333,18859,7908,878,450,4380,0,4380
MSitAE-MAY-2024,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13286,0,6397,19683,6643,955,271,3747,0,3747
MSitAE-MAY-2024,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18736,0,2257,20993,3276,901,27,5193,0,5193
MSitAE-MAY-2024,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12756,1661,5174,19591,5565,616,65,3960,0,3960
MSitAE-MAY-2024,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13474,0,0,13474,4779,426,140,1480,0,1480
MSitAE-MAY-2024,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16416,0,0,16416,5090,1143,1,2999,0,2999
MSitAE-MAY-2024,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11615,618,2251,14484,3860,408,770,1991,0,1991
MSitAE-MAY-2024,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,4,4
MSitAE-MAY-2024,NQT5H,PAULTON MEMORIAL HOSPITAL,0,0,1032,1032,0,0,0,0,0,0
MSitAE-MAY-2024,NQT5F,SKELMERSDALE WALK IN CENTRE,0,0,1952,1952,0,0,0,0,0,0
MSitAE-MAY-2024,NLX,SIRONA CARE & HEALTH,0,0,8802,8802,0,0,0,0,0,0
MSitAE-MAY-2024,L83087,OKEHAMPTON MEDICAL CENTRE,0,0,76,76,0,0,0,0,0,0
MSitAE-MAY-2024,K6K0R,HAROLD WOOD POLYCLINIC UTC,0,0,3114,3114,0,0,0,0,0,0
MSitAE-MAY-2024,G0Q0L,BARKING HOSPITAL UTC,0,0,2969,2969,0,0,0,0,0,0
MSitAE-MAY-2024,C82038,LATHAM HOUSE MEDICAL PRACTICE,0,0,335,335,0,0,0,0,0,0
MSitAE-MAY-2024,AXG,WILTSHIRE HEALTH & CARE,0,0,2691,2691,0,0,0,0,0,0
MSitAE-MAY-2024,AQN04,PHL LYMINGTON UTC,0,0,3021,3021,0,0,0,0,0,0
MSitAE-MAY-2024,AD913,BECKENHAM BEACON UCC,0,0,3999,3999,0,0,0,0,0,0
MSitAE-MAY-2024,ACH01,WHITSTABLE MEDICAL PRACTICE,0,0,4668,4668,0,0,0,0,0,0
MSitAE-MAY-2024,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6835,6835,0,0,0,0,0,0
MSitAE-MAY-2024,Y02428,PUTNOE WALK IN CENTRE,0,0,3181,3181,0,0,0,0,0,0
MSitAE-MAY-2024,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1784,1784,0,0,0,0,0,0
MSitAE-MAY-2024,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8846,8846,0,0,0,0,0,0
MSitAE-MAY-2024,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9272,138,5335,14745,5108,697,603,2960,0,2960
MSitAE-MAY-2024,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,NTV0W,WOKING WALK IN CENTRE,0,0,2505,2505,0,0,0,0,0,0
MSitAE-MAY-2024,NTV0B,ASHFORD WALK-IN-CENTRE,0,0,2435,2435,0,0,0,0,0,0
MSitAE-MAY-2024,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4879,0,12102,16981,2109,157,1,1652,541,2193
MSitAE-MAY-2024,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,9,9
MSitAE-MAY-2024,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11636,0,0,11636,2328,207,18,1787,0,1787
MSitAE-MAY-2024,RLQ,WYE VALLEY NHS TRUST,6533,1179,0,7712,2484,465,318,2035,0,2035
MSitAE-MAY-2024,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,3163,3163,0,0,0,0,0,0
MSitAE-MAY-2024,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7644,0,1449,9093,3127,621,412,1661,0,1661
MSitAE-MAY-2024,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5649,5649,0,0,0,0,0,0
MSitAE-MAY-2024,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1076,1076,0,0,0,0,0,0
MSitAE-MAY-2024,Y02147,URGENT CARE CENTRE (QMS),0,0,8154,8154,0,0,0,0,0,0
MSitAE-MAY-2024,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8347,0,8188,16535,3113,800,1,4007,0,4007
MSitAE-MAY-2024,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5873,0,4098,9971,2726,954,4,1653,0,1653
MSitAE-MAY-2024,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5418,0,2120,7538,2846,291,706,1670,0,1670
MSitAE-MAY-2024,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8850,0,0,8850,2688,323,0,2968,0,2968
MSitAE-MAY-2024,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6910,0,1234,8144,2168,319,97,2395,0,2395
MSitAE-MAY-2024,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16836,0,8529,25365,6466,82,27,4730,0,4730
MSitAE-MAY-2024,C83023,SLEAFORD MEDICAL GROUP,0,0,605,605,0,0,0,0,0,0
MSitAE-MAY-2024,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9392,0,5089,14481,4986,1046,360,3462,0,3462
MSitAE-MAY-2024,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1618,1618,0,0,0,0,5,5
MSitAE-MAY-2024,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4484,4484,0,0,0,0,0,0
MSitAE-MAY-2024,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7329,0,8787,16116,3590,143,486,1996,209,2205
MSitAE-MAY-2024,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0,0,3478,3478,0,0,0,0,0,0
MSitAE-MAY-2024,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4727,4727,0,0,0,0,0,0
MSitAE-MAY-2024,DT301,HERTS URGENT CARE (ASCOTS LANE),0,0,2489,2489,0,0,0,0,0,0
MSitAE-MAY-2024,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9230,0,10889,20119,4047,398,707,2570,0,2570
MSitAE-MAY-2024,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5569,0,0,5569,1208,0,6,1079,0,1079
MSitAE-MAY-2024,RW4,MERSEY CARE NHS FOUNDATION TRUST,0,0,11608,11608,0,0,0,0,0,0
MSitAE-MAY-2024,AAH,TETBURY HOSPITAL TRUST LTD,0,0,620,620,0,0,0,0,0,0
MSitAE-MAY-2024,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4800,4800,0,0,0,0,0,0
MSitAE-MAY-2024,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8252,0,9365,17617,4250,406,25,2757,114,2871
MSitAE-MAY-2024,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10511,0,0,10511,3663,736,203,3201,0,3201
MSitAE-MAY-2024,RKE,WHITTINGTON HEALTH NHS TRUST,9522,0,0,9522,2934,256,369,1117,0,1117
MSitAE-MAY-2024,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9065,0,6793,15858,4729,611,899,5108,0,5108
MSitAE-MAY-2024,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9193,0,3338,12531,2992,496,775,2570,0,2570
MSitAE-MAY-2024,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10464,808,3301,14573,5141,1669,10,3715,0,3715
MSitAE-MAY-2024,RH5,SOMERSET NHS FOUNDATION TRUST,13492,0,10411,23903,5057,333,5,3273,0,3273
MSitAE-MAY-2024,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8970,0,0,8970,3245,548,1,3195,0,3195
MSitAE-MAY-2024,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,9080,0,0,9080,3633,703,4,2574,13,2587
MSitAE-MAY-2024,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11774,11774,0,0,0,0,0,0
MSitAE-MAY-2024,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3732,3732,0,0,0,0,0,0
MSitAE-MAY-2024,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13555,0,4752,18307,5985,2245,25,4445,0,4445
MSitAE-MAY-2024,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12522,0,3654,16176,4977,1071,411,3095,159,3254
MSitAE-MAY-2024,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,10590,0,2450,13040,3211,277,4,3486,0,3486
MSitAE-MAY-2024,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10453,0,10933,21386,7110,1128,1103,4164,0,4164
MSitAE-MAY-2024,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13011,0,13265,26276,6083,592,1227,3716,569,4285
MSitAE-MAY-2024,RVJ,NORTH BRISTOL NHS TRUST,9493,0,0,9493,3625,694,217,2862,0,2862
MSitAE-MAY-2024,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9793,0,3566,13359,2973,658,410,3084,15,3099
MSitAE-MAY-2024,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10015,0,13369,23384,3029,61,1,4785,63,4848
MSitAE-MAY-2024,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7563,0,5820,13383,3690,1154,442,2196,0,2196
MSitAE-MAY-2024,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18663,733,12607,32003,7850,1908,302,3900,0,3900
MSitAE-MAY-2024,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,23188,2043,0,25231,9700,1545,520,6356,0,6356
MSitAE-MAY-2024,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20387,0,6574,26961,5146,778,61,2744,0,2744
MSitAE-MAY-2024,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9531,0,7420,16951,5255,255,69,3333,83,3416
MSitAE-MAY-2024,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1587,1587,0,0,0,0,47,47
TOTAL,TOTAL,TOTAL,1439178,50602,841230,2331010,584646,96215,42555,414156,4558,418714
MSitAE-MAY-2024,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15997,984,9467,26448,7637,1659,343,2854,0,2854
MSitAE-MAY-2024,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14013,0,4077,18090,4958,989,201,3841,390,4231
MSitAE-MAY-2024,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16286,0,9357,25643,6961,1714,840,2513,0,2513
MSitAE-MAY-2024,RMC,BOLTON NHS FOUNDATION TRUST,8039,0,3717,11756,4234,628,590,2375,46,2421
MSitAE-MAY-2024,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7960,0,727,8687,2827,554,387,2121,0,2121
MSitAE-MAY-2024,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,13042,13042,0,0,0,0,0,0
MSitAE-MAY-2024,RJ2,LEWISHAM AND GREENWICH NHS TRUST,14039,0,12558,26597,7326,1149,602,3997,0,3997
MSitAE-MAY-2024,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8354,0,2941,11295,4717,754,556,2199,0,2199
MSitAE-MAY-2024,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12430,1868,2321,16619,4159,687,1,4356,16,4372
MSitAE-MAY-2024,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5587,0,6010,11597,2430,539,112,2486,0,2486
MSitAE-MAY-2024,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26332,0,9477,35809,11839,1185,901,7248,415,7663
MSitAE-MAY-2024,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18018,0,7916,25934,7995,581,382,7463,0,7463
MSitAE-MAY-2024,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8269,563,8180,17012,4924,235,884,1590,0,1590
MSitAE-MAY-2024,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6977,0,1936,8913,2175,684,116,1082,0,1082
MSitAE-MAY-2024,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,18941,0,8925,27866,8118,1125,929,4017,0,4017
MSitAE-MAY-2024,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13703,0,5400,19103,5027,426,607,1430,0,1430
MSitAE-MAY-2024,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13386,0,4879,18265,5999,479,778,3568,123,3691
MSitAE-MAY-2024,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6043,0,7063,13106,3077,366,13,2836,0,2836
MSitAE-MAY-2024,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22985,1519,5669,30173,10431,1533,1316,8179,48,8227
MSitAE-MAY-2024,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12378,3980,7689,24047,5203,652,108,4236,0,4236
MSitAE-MAY-2024,RWJ,STOCKPORT NHS FOUNDATION TRUST,8148,0,1029,9177,3538,862,325,2504,113,2617
MSitAE-MAY-2024,RPA,MEDWAY NHS FOUNDATION TRUST,9403,0,7329,16732,2810,442,588,2404,0,2404
MSitAE-MAY-2024,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11500,305,1698,13503,2967,245,661,1845,0,1845
MSitAE-MAY-2024,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8711,0,2777,11488,4396,624,26,2595,0,2595
MSitAE-MAY-2024,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1305,0,1305,0,0,0,0,0,0
MSitAE-MAY-2024,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8486,0,5838,14324,3526,495,0,2037,0,2037
MSitAE-MAY-2024,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4996,0,298,5294,658,8,0,941,0,941
MSitAE-MAY-2024,RCF,AIREDALE NHS FOUNDATION TRUST,6340,260,26,6626,2487,431,151,1621,0,1621
MSitAE-MAY-2024,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11533,398,9042,20973,6364,844,762,4613,0,4613
MSitAE-MAY-2024,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7444,0,2986,10430,4292,660,571,2433,0,2433
MSitAE-MAY-2024,RBK,WALSALL HEALTHCARE NHS TRUST,8928,0,4169,13097,2791,795,50,3692,0,3692
MSitAE-MAY-2024,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6698,0,3543,10241,2918,354,113,2194,0,2194
MSitAE-MAY-2024,R1F,ISLE OF WIGHT NHS TRUST,4425,0,2180,6605,1782,127,22,1126,0,1126
MSitAE-MAY-2024,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26218,3241,12493,41952,12613,3856,720,5602,165,5767
MSitAE-MAY-2024,NNJ15,OAKHAM,0,0,67,67,0,0,0,0,0,0
MSitAE-MAY-2024,NNJ14,OADBY,0,0,466,466,0,0,0,0,0,0
MSitAE-MAY-2024,NNJ13,MELTON MOWBRAY,0,0,78,78,0,0,0,0,0,0
MSitAE-MAY-2024,NNJ12,MARKET HARBOROUGH,0,0,128,128,0,0,0,0,0,0
MSitAE-MAY-2024,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,192,192,0,0,0,0,0,0
MSitAE-MAY-2024,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6249,6249,0,0,0,0,0,0
MSitAE-MAY-2024,NNFA7,GOOLE & DISTRICT HOSPITAL,0,0,1654,1654,0,0,0,0,0,0
MSitAE-MAY-2024,NNF94,EAST RIDING COMMUNITY HOSPITAL,0,0,3083,3083,0,0,0,0,0,0
MSitAE-MAY-2024,NNF09,BRANSHOLME HEALTH CENTRE,0,0,4032,4032,0,0,0,0,0,0
MSitAE-MAY-2024,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2395,2395,0,0,0,0,0,0
MSitAE-MAY-2024,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,13010,158,538,13706,4999,660,34,4384,0,4384
MSitAE-MAY-2024,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12900,0,4350,17250,4755,1233,46,4128,0,4128
MSitAE-MAY-2024,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9441,1200,7827,18468,4642,1289,8,3925,0,3925
MSitAE-MAY-2024,AJN,WORKINGTON HEALTH LIMITED,0,0,330,330,0,0,0,0,0,0
MSitAE-MAY-2024,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14147,469,9736,24352,6854,1192,701,5701,0,5701
MSitAE-MAY-2024,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8612,0,448,9060,2500,297,8,2267,0,2267
MSitAE-MAY-2024,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12332,0,9275,21607,4157,787,117,2726,0,2726
MSitAE-MAY-2024,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2024,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,11680,0,5736,17416,4398,635,77,3841,0,3841
MSitAE-MAY-2024,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,11226,765,6841,18832,4645,156,39,2152,0,2152
MSitAE-MAY-2024,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12453,1251,0,13704,3830,251,11,4059,0,4059
MSitAE-MAY-2024,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10313,0,6303,16616,5245,545,641,2763,23,2786
MSitAE-MAY-2024,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7487,0,1592,9079,2988,905,147,2750,216,2966
MSitAE-MAY-2024,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13446,2462,14302,30210,5652,715,734,8145,0,8145
MSitAE-MAY-2024,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,15434,0,12919,28353,6867,1251,483,6354,363,6717
MSitAE-MAY-2024,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5183,0,1006,6189,1769,301,55,1156,0,1156
MSitAE-MAY-2024,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1044,1044,0,0,0,0,0,0
MSitAE-MAY-2024,R1H,BARTS HEALTH NHS TRUST,24992,928,18284,44204,12419,1200,1038,5141,0,5141
MSitAE-MAY-2024,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31119,0,6039,37158,8919,2929,11,9443,249,9692
MSitAE-MAY-2024,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35332,384,1693,37409,15433,2355,2190,10966,0,10966
